hillary	trump	bill	ideo	econ	partyid	relative
17	71	32	6	2	6	-54
100	0	85	3	2	1	100
85	0	50	3	3	1	85
84	0	97	2	1	1	84
60	30	60	4	3	2	30
35	75	85	3	3	2	-40
30	60	15	4	5	4	-30
16	84	16	6	4	7	-68
60	0	40	2	3	1	60
100	0	100	4	1	1	100
70	15	15	4	1	3	55
0	85	0	6	5	7	-85
2	86	18	6	5	6	-84
70	0	61	2	3	2	70
85	0	100	2	2	4	85
0	85	0	6	5	6	-85
0	100	60	7	3	7	-100
0	100	0	6	3	6	-100
80	2	70	2	1	1	78
40	0	75	4	3	4	40
70	30	70	2	2	2	40
70	1	70	3	3	3	69
2	61	1	4	3	4	-59
90	0	80	2	2	1	90
2	0	3	2	1	6	2
3	96	43	6	5	7	-93
70	0	55	1	2	2	70
70	2	85	2	2	1	68
95	0	80	3	3	1	95
90	0	95	2	2	2	90
90	0	85	3	3	3	90
2	40	1	3	3	4	-38
85	15	100	2	3	1	70
15	50	15	6	2	7	-35
0	70	50	7	3	7	-70
40	86	51	7	2	7	-46
70	15	70	2	3	3	55
0	85	0	5	4	6	-85
40	30	60	5	3	6	10
100	0	100	2	2	1	100
60	61	70	3	3	2	-1
30	0	30	3	3	3	30
0	75	0	6	4	7	-75
60	80	85	1	2	5	-20
1	60	14	6	2	5	-59
69	0	71	4	2	1	69
85	30	100	4	3	1	55
70	0	70	2	2	1	70
70	40	60	4	3	2	30
60	15	60	3	2	3	45
5	65	2	5	3	7	-60
0	86	23	6	5	6	-86
60	40	70	4	3	3	20
30	85	30	5	3	7	-55
70	0	60	3	4	3	70
85	0	85	4	3	1	85
0	0	30	4	3	4	0
0	60	30	5	3	6	-60
0	85	40	5	4	7	-85
60	0	81	2	2	2	60
0	60	15	4	4	4	-60
70	60	71	4	2	3	10
0	60	15	4	5	6	-60
0	85	15	6	4	6	-85
3	56	11	6	3	7	-53
15	55	40	5	3	5	-40
40	80	85	4	3	2	-40
51	16	61	3	2	3	35
0	0	0	5	4	5	0
86	2	61	4	3	4	84
50	60	29	5	1	5	-10
3	1	3	5	3	2	2
85	0	60	2	2	1	85
75	20	86	2	3	2	55
70	0	60	4	3	3	70
30	30	50	4	3	6	0
30	15	40	4	3	3	15
65	60	85	4	4	5	5
100	0	100	6	2	1	100
30	60	40	5	4	6	-30
15	50	30	6	3	7	-35
85	0	70	1	2	1	85
30	0	50	4	4	5	30
31	1	49	4	2	7	30
98	2	93	4	4	1	96
70	0	50	3	2	3	70
70	0	80	3	2	3	70
0	0	0	2	2	4	0
50	70	50	5	3	5	-20
15	70	16	6	3	7	-55
50	51	51	4	3	4	-1
60	0	50	4	4	6	60
61	32	41	5	3	6	29
85	0	70	4	3	1	85
0	30	0	4	3	5	-30
70	15	75	3	2	2	55
71	1	99	4	1	1	70
94	0	90	2	2	2	94
80	16	80	3	2	1	64
70	15	85	4	3	3	55
30	0	40	2	3	2	30
60	40	50	4	4	2	20
70	30	40	4	2	3	40
85	0	70	2	2	1	85
30	60	50	4	3	5	-30
1	77	1	7	4	4	-76
85	0	70	3	2	2	85
90	0	90	3	2	1	90
15	15	17	5	3	6	0
85	1	85	2	3	1	84
60	30	69	4	3	3	30
0	100	0	5	5	4	-100
100	0	95	2	4	1	100
70	40	85	4	3	3	30
0	0	0	5	5	4	0
0	100	15	6	4	7	-100
0	70	50	4	5	5	-70
0	100	0	6	5	7	-100
0	70	100	3	2	6	-70
85	15	70	2	2	1	70
2	99	71	6	5	5	-97
70	15	65	4	3	3	55
85	1	98	1	3	1	84
79	0	69	4	4	2	79
0	60	60	4	4	5	-60
0	70	0	7	3	7	-70
0	85	0	7	3	7	-85
17	60	4	4	3	6	-43
0	70	15	6	3	7	-70
85	0	70	4	1	4	85
30	15	60	1	3	1	15
0	85	0	4	4	7	-85
0	90	0	7	3	5	-90
15	40	50	6	3	6	-25
16	72	41	5	3	6	-56
41	2	52	2	1	4	39
0	90	50	6	3	7	-90
75	0	95	5	3	2	75
71	1	100	3	2	1	70
0	100	0	5	5	7	-100
31	1	15	1	3	1	30
85	15	85	4	3	2	70
50	0	50	3	3	5	50
70	0	85	2	1	1	70
40	70	50	4	2	4	-30
85	15	70	4	4	2	70
51	2	50	5	2	4	49
85	50	60	4	3	1	35
2	9	59	3	2	2	-7
0	85	0	6	5	6	-85
32	60	62	4	4	4	-28
98	5	99	2	2	1	93
60	30	85	4	2	3	30
60	0	50	3	4	2	60
30	15	40	4	3	4	15
15	60	0	6	3	7	-45
85	15	70	3	2	1	70
60	0	70	5	2	2	60
100	0	100	1	3	1	100
0	30	40	6	4	7	-30
0	60	30	7	3	5	-60
50	51	59	5	3	4	-1
61	1	55	2	3	1	60
60	0	100	2	1	1	60
100	0	100	4	2	1	100
15	1	1	4	4	3	14
40	60	70	3	3	2	-20
90	0	75	3	3	3	90
70	1	61	2	3	1	69
0	85	60	4	5	4	-85
50	50	60	5	3	3	0
16	85	16	4	3	6	-69
40	60	40	7	3	7	-20
90	0	70	1	3	1	90
0	15	60	4	1	5	-15
30	32	31	7	5	4	-2
0	85	15	7	5	6	-85
85	0	60	3	2	3	85
15	60	15	6	3	7	-45
40	30	60	4	2	6	10
0	60	15	5	3	5	-60
0	70	60	7	3	7	-70
15	85	15	6	4	6	-70
0	70	15	6	3	6	-70
55	50	41	4	3	7	5
60	0	50	3	1	2	60
0	43	2	5	3	5	-43
8	59	17	5	4	5	-51
1	2	30	6	3	5	-1
60	16	30	6	4	6	44
0	100	0	4	5	1	-100
10	85	5	6	5	7	-75
1	61	17	5	4	6	-60
85	0	85	4	3	1	85
100	0	87	5	2	2	100
0	60	15	6	5	7	-60
72	4	51	5	5	1	68
100	0	100	2	3	1	100
85	0	85	1	5	3	85
4	100	7	7	5	6	-96
70	15	100	2	1	3	55
40	40	70	5	3	5	0
0	93	37	5	3	7	-93
100	0	85	1	1	1	100
32	1	14	1	5	3	31
0	31	0	4	4	5	-31
30	70	30	6	3	7	-40
41	60	60	5	3	5	-19
0	0	60	4	2	4	0
84	34	69	4	3	6	50
40	0	40	3	2	2	40
60	30	50	5	3	4	30
50	30	60	4	2	3	20
85	30	70	4	3	1	55
32	86	15	7	4	7	-54
70	40	85	4	3	3	30
71	42	97	5	3	6	29
1	70	40	6	5	6	-69
1	62	3	5	5	6	-61
0	0	0	6	3	2	0
0	90	1	4	3	5	-90
1	17	41	5	3	5	-16
15	60	0	6	3	6	-45
50	50	75	4	3	4	0
73	29	60	3	2	2	44
15	0	1	5	3	7	15
40	0	70	6	2	2	40
0	60	0	6	4	7	-60
0	99	0	6	4	7	-99
0	85	0	6	5	7	-85
70	16	99	4	2	2	54
16	1	60	5	5	7	15
50	0	50	4	4	2	50
30	60	40	4	5	6	-30
41	69	73	4	4	5	-28
40	40	15	4	3	2	0
85	17	86	4	2	1	68
70	0	70	2	2	1	70
85	0	50	2	2	1	85
2	60	62	5	2	6	-58
100	0	100	2	2	1	100
15	40	30	6	3	5	-25
0	100	0	5	5	4	-100
15	85	15	5	4	6	-70
40	26	50	3	3	3	14
85	0	70	2	2	1	85
85	15	100	2	2	1	70
30	15	0	6	3	1	15
0	70	40	4	3	6	-70
0	85	15	6	2	5	-85
30	70	70	5	3	6	-40
85	0	70	2	2	1	85
85	0	70	2	2	1	85
0	75	0	5	5	7	-75
60	0	50	4	3	4	60
41	99	17	4	3	7	-58
0	60	0	7	5	5	-60
31	78	39	5	3	5	-47
60	40	60	4	4	6	20
31	32	40	4	3	4	-1
8	3	20	6	3	6	5
0	100	5	6	5	7	-100
0	0	0	1	3	3	0
75	0	75	2	2	3	75
35	0	30	2	3	3	35
0	100	0	6	3	7	-100
70	0	60	3	3	2	70
41	5	43	3	2	2	36
36	20	19	6	3	2	16
2	85	30	6	3	7	-83
84	1	60	3	3	2	83
100	0	85	2	1	1	100
85	0	85	4	2	4	85
70	25	40	5	3	6	45
87	0	72	1	1	3	87
15	15	60	4	3	4	0
70	0	85	2	2	2	70
16	80	30	6	3	7	-64
30	56	46	4	3	4	-26
15	65	6	6	3	7	-50
15	40	15	5	3	4	-25
86	0	85	6	2	1	86
70	0	85	4	3	3	70
61	31	86	4	3	3	30
36	0	42	3	4	4	36
70	0	85	2	1	2	70
100	0	85	2	1	1	100
0	0	0	5	3	4	0
80	0	85	3	2	2	80
45	42	40	5	3	6	3
1	28	31	5	3	5	-27
0	60	50	4	5	6	-60
85	5	93	4	4	2	80
15	70	0	6	3	6	-55
30	30	70	4	2	5	0
0	95	0	4	3	7	-95
30	0	30	1	2	3	30
75	0	30	1	3	3	75
40	70	50	4	5	4	-30
70	0	85	4	3	3	70
60	0	50	2	2	2	60
60	0	70	4	4	3	60
30	100	0	4	4	6	-70
0	85	40	5	5	7	-85
0	0	0	1	3	3	0
100	0	85	2	1	1	100
0	70	70	5	4	4	-70
43	50	58	5	4	2	-7
60	20	54	6	3	1	40
0	70	0	6	3	6	-70
0	85	0	6	5	7	-85
85	0	99	2	2	1	85
2	71	1	6	3	6	-69
2	70	0	4	5	4	-68
40	100	85	4	5	4	-60
33	22	62	4	5	3	11
26	0	40	2	3	1	26
85	0	70	4	1	1	85
30	70	15	5	4	4	-40
60	40	85	5	3	6	20
1	61	10	6	3	7	-60
0	100	0	4	5	7	-100
70	0	40	3	2	1	70
0	71	1	6	5	6	-71
40	30	50	4	3	4	10
3	85	1	6	4	7	-82
50	0	61	4	5	3	50
31	2	41	3	3	3	29
32	1	2	6	3	2	31
0	90	10	6	3	7	-90
0	100	1	7	5	7	-100
73	2	86	5	4	1	71
70	0	0	2	2	1	70
85	0	100	2	3	1	85
51	70	97	5	3	5	-19
60	30	85	5	2	4	30
70	0	85	4	3	1	70
5	86	42	6	4	7	-81
0	100	0	6	4	7	-100
2	61	2	5	3	5	-59
61	1	86	4	3	2	60
0	84	0	4	4	6	-84
76	0	86	2	3	1	76
23	59	41	4	3	6	-36
0	85	0	7	5	5	-85
77	0	60	2	3	2	77
70	0	52	6	3	2	70
70	0	85	2	3	2	70
0	30	0	7	5	5	-30
82	2	76	2	2	1	80
70	60	70	5	3	2	10
15	60	56	5	3	7	-45
60	0	70	4	2	3	60
85	0	70	4	1	1	85
15	100	50	6	3	4	-85
72	0	59	2	3	1	72
100	85	85	4	5	2	15
30	0	50	6	3	5	30
78	15	75	5	2	1	63
41	0	88	3	3	3	41
0	61	15	4	2	4	-61
0	85	0	5	3	7	-85
85	1	96	4	4	2	84
70	60	85	4	3	6	10
25	0	75	5	2	6	25
0	0	60	4	4	4	0
60	0	70	3	5	1	60
0	61	9	5	3	5	-61
0	100	0	6	3	7	-100
85	15	85	5	3	3	70
70	0	70	3	2	1	70
3	64	17	5	3	7	-61
0	100	50	4	5	5	-100
40	60	15	6	4	5	-20
0	70	0	5	3	4	-70
40	53	31	3	3	6	-13
17	90	5	6	3	7	-73
65	43	85	4	2	2	22
0	100	0	6	4	7	-100
40	15	60	3	3	2	25
85	0	85	2	2	1	85
50	0	0	2	2	4	50
0	60	40	6	3	6	-60
100	0	19	4	5	7	100
5	57	90	4	3	4	-52
33	1	31	2	3	4	32
15	40	60	5	3	2	-25
70	0	70	1	3	3	70
16	85	51	4	5	6	-69
0	40	0	5	3	5	-40
60	0	60	4	4	4	60
30	60	0	4	3	5	-30
44	6	71	3	4	3	38
15	60	30	5	3	7	-45
90	20	90	1	3	1	70
15	60	30	4	2	6	-45
60	0	0	5	5	1	60
85	1	84	4	4	1	84
85	0	100	2	2	1	85
2	50	0	4	4	6	-48
70	0	40	2	3	1	70
0	100	0	7	5	7	-100
30	60	50	4	2	6	-30
60	0	60	3	2	1	60
0	70	62	6	3	7	-70
30	60	70	4	3	6	-30
60	0	15	4	3	4	60
0	50	0	6	5	5	-50
85	15	85	5	3	1	70
50	3	85	5	1	4	47
0	100	0	6	3	4	-100
0	71	0	6	3	7	-71
100	100	0	6	3	7	0
70	16	85	4	3	3	54
30	70	43	4	3	3	-40
85	0	85	2	2	2	85
60	0	100	4	1	1	60
0	70	0	7	5	7	-70
70	1	84	2	4	1	69
30	85	85	5	4	4	-55
4	62	1	6	3	7	-58
85	30	85	5	2	6	55
15	30	0	2	3	2	-15
24	2	32	1	2	3	22
42	16	71	4	2	2	26
0	95	0	7	3	7	-95
70	0	85	4	3	1	70
60	0	60	4	2	1	60
2	82	20	5	3	6	-80
84	1	47	1	2	1	83
0	85	30	6	5	7	-85
1	100	2	6	5	5	-99
75	8	62	2	1	1	67
30	15	40	4	2	4	15
85	0	85	4	2	4	85
0	85	1	6	5	7	-85
1	85	1	4	3	7	-84
0	100	0	6	5	7	-100
70	0	50	6	1	2	70
70	0	70	2	2	1	70
60	70	70	2	2	4	-10
100	0	100	1	1	1	100
0	100	0	7	5	7	-100
1	98	51	6	5	7	-97
100	0	90	2	2	1	100
93	6	93	4	3	1	87
0	30	50	4	1	4	-30
85	0	92	4	1	2	85
30	85	30	6	5	4	-55
60	1	51	2	2	2	59
60	0	60	2	2	3	60
31	1	59	1	2	2	30
85	0	70	2	2	1	85
2	85	41	4	3	5	-83
60	2	60	2	4	2	58
20	20	65	5	3	5	0
85	30	70	3	3	2	55
0	100	0	6	5	7	-100
71	31	51	4	4	4	40
0	85	15	6	5	7	-85
0	0	15	4	5	4	0
4	31	3	6	4	5	-27
100	41	86	4	3	2	59
40	61	50	4	2	4	-21
0	85	0	6	5	7	-85
0	85	15	5	3	6	-85
70	0	70	4	3	1	70
15	50	30	6	5	7	-35
15	85	15	5	5	6	-70
0	0	0	5	3	4	0
40	0	70	4	1	3	40
86	2	98	2	1	1	84
30	70	15	6	5	6	-40
78	21	88	3	2	3	57
70	1	84	4	3	3	69
0	100	0	6	1	7	-100
70	1	60	3	2	1	69
50	2	70	3	3	2	48
75	0	85	2	2	1	75
35	10	40	6	3	5	25
4	39	2	4	3	1	-35
85	0	70	4	2	1	85
11	50	5	6	2	5	-39
0	90	0	6	3	7	-90
0	100	0	5	5	4	-100
60	0	60	6	2	6	60
70	9	84	3	3	3	61
71	2	86	4	2	1	69
0	60	15	4	3	6	-60
15	85	15	6	5	7	-70
41	40	50	4	2	4	1
60	30	15	4	5	4	30
50	15	60	5	3	5	35
15	70	30	6	2	7	-55
30	70	60	5	3	5	-40
40	0	50	2	2	3	40
0	0	60	5	5	4	0
70	0	70	2	2	1	70
30	71	15	6	3	7	-41
60	15	60	4	3	3	45
0	50	0	4	5	5	-50
2	100	60	5	3	5	-98
70	0	85	5	5	4	70
85	50	85	5	3	1	35
0	70	2	4	5	5	-70
74	0	88	4	2	1	74
60	15	82	5	1	4	45
1	70	59	4	3	6	-69
51	1	60	3	3	2	50
0	60	0	7	4	5	-60
85	5	75	3	2	4	80
70	0	40	5	3	1	70
2	85	30	5	5	7	-83
3	60	40	6	3	7	-57
40	30	70	5	2	4	10
15	70	60	6	4	7	-55
18	62	43	4	4	4	-44
60	0	60	2	2	3	60
3	62	22	6	3	6	-59
0	60	0	6	5	6	-60
60	0	40	2	3	3	60
60	0	85	2	2	1	60
85	2	85	3	3	2	83
85	15	80	3	2	1	70
85	10	85	2	2	1	75
61	42	61	4	2	2	19
0	100	0	7	5	7	-100
55	22	52	4	3	5	33
2	70	2	6	3	7	-68
71	0	84	4	2	1	71
5	65	70	6	2	7	-60
1	0	85	4	3	1	1
2	60	52	7	4	7	-58
70	1	50	4	3	3	69
100	0	100	3	3	1	100
60	40	51	5	2	4	20
0	30	0	6	4	7	-30
85	0	70	2	3	1	85
0	100	11	7	4	7	-100
60	14	70	5	2	6	46
27	50	20	4	4	4	-23
70	0	50	4	3	2	70
60	0	85	2	2	3	60
60	0	85	1	1	1	60
51	61	61	4	2	5	-10
100	1	97	5	3	1	99
0	70	0	6	4	6	-70
0	70	0	6	5	6	-70
31	1	0	5	3	6	30
100	0	85	3	2	1	100
30	100	70	7	3	7	-70
17	73	41	6	3	6	-56
15	15	15	6	3	5	0
43	45	86	3	2	3	-2
73	29	100	6	3	2	44
70	0	50	4	2	5	70
15	40	30	4	3	4	-25
50	0	50	4	3	4	50
85	0	60	3	3	1	85
70	0	52	3	2	2	70
15	61	8	5	3	5	-46
70	0	85	2	2	3	70
0	70	15	6	4	5	-70
0	40	40	5	3	6	-40
60	30	100	4	3	1	30
40	70	50	3	4	4	-30
2	61	1	5	3	7	-59
70	0	85	2	2	1	70
70	0	90	2	2	1	70
70	0	85	3	1	1	70
0	85	30	6	4	7	-85
60	0	70	3	3	2	60
0	100	0	6	5	7	-100
60	15	52	2	2	3	45
0	71	1	6	3	7	-71
28	71	32	6	3	6	-43
80	0	70	2	3	1	80
60	30	30	5	3	6	30
0	100	0	2	5	7	-100
65	10	40	3	2	3	55
90	0	70	1	2	1	90
0	40	60	5	2	4	-40
85	0	86	2	2	1	85
90	0	85	2	3	1	90
70	1	74	4	2	3	69
0	85	0	6	5	7	-85
100	3	86	4	3	1	97
15	85	18	6	3	5	-70
30	0	70	4	3	4	30
60	0	50	3	3	3	60
0	0	60	2	3	4	0
0	100	0	7	5	7	-100
0	40	40	5	3	6	-40
0	70	1	6	4	7	-70
0	60	0	6	3	7	-60
0	30	30	6	4	5	-30
71	0	43	4	2	6	71
70	0	70	3	2	2	70
10	60	50	4	3	5	-50
61	0	84	4	2	4	61
1	90	9	6	5	7	-89
52	16	50	2	3	1	36
85	0	70	3	2	2	85
98	0	90	1	2	1	98
99	4	99	4	2	1	95
15	60	30	7	3	6	-45
60	0	50	2	2	2	60
0	60	15	6	5	7	-60
70	0	60	2	4	1	70
18	85	50	7	3	6	-67
70	2	100	4	2	3	68
40	0	0	4	3	3	40
0	70	0	6	3	4	-70
0	85	0	6	5	7	-85
40	0	70	4	3	3	40
70	15	70	2	2	1	55
51	50	50	4	3	3	1
16	70	31	6	3	7	-54
0	85	2	4	4	5	-85
70	1	61	2	3	1	69
15	85	30	6	4	7	-70
60	0	30	1	3	3	60
31	15	30	1	3	4	16
30	60	70	4	3	5	-30
0	100	0	6	5	6	-100
85	0	85	1	2	1	85
88	2	88	2	2	1	86
31	0	84	7	1	3	31
60	30	60	4	2	2	30
40	40	60	4	5	5	0
0	85	0	6	4	7	-85
40	15	70	5	3	6	25
0	75	0	4	4	6	-75
85	0	60	1	2	1	85
60	30	60	4	3	3	30
0	70	20	6	5	7	-70
98	1	98	4	3	5	97
0	0	40	5	3	1	0
70	0	85	2	1	3	70
0	100	15	4	3	7	-100
60	1	60	3	3	1	59
40	0	49	5	3	6	40
85	0	85	2	3	1	85
31	85	40	5	4	6	-54
3	86	41	6	3	5	-83
50	40	50	3	4	2	10
85	0	70	2	2	3	85
40	70	85	6	3	2	-30
41	1	64	2	2	3	40
0	70	15	6	4	7	-70
40	0	70	4	2	3	40
41	0	50	4	3	2	41
0	60	15	4	3	4	-60
70	15	100	4	2	5	55
98	4	73	5	4	4	94
0	85	15	6	3	6	-85
85	0	95	3	1	2	85
60	15	60	3	3	3	45
0	86	0	6	5	7	-86
80	5	50	2	2	2	75
70	0	100	2	2	1	70
16	70	3	7	5	7	-54
66	0	80	2	3	2	66
0	85	0	5	5	6	-85
28	16	32	4	3	6	12
4	75	41	4	2	4	-71
30	0	95	4	2	2	30
40	30	50	5	3	5	10
0	60	0	6	4	7	-60
61	15	80	3	3	2	46
0	39	5	5	4	5	-39
50	50	50	2	3	4	0
0	80	30	6	3	6	-80
0	5	0	6	3	5	-5
85	60	50	4	2	4	25
1	70	2	5	5	4	-69
100	0	100	2	1	1	100
97	97	100	1	1	5	0
0	100	85	4	2	7	-100
0	60	31	5	3	6	-60
0	100	0	6	3	7	-100
15	60	15	4	3	6	-45
85	1	98	3	3	4	84
0	100	0	4	5	7	-100
0	70	0	6	4	7	-70
60	30	60	4	3	2	30
85	0	70	1	2	1	85
86	1	87	2	3	1	85
15	0	15	2	2	4	15
0	6	1	6	3	7	-6
0	100	15	7	4	7	-100
70	0	86	3	2	2	70
85	0	75	2	2	1	85
1	85	0	6	5	7	-84
40	60	40	5	3	6	-20
1	99	16	6	5	7	-98
85	0	50	4	1	1	85
60	0	60	3	2	1	60
70	41	96	2	1	1	29
40	70	30	4	2	2	-30
60	0	64	5	3	2	60
95	0	95	2	1	1	95
0	86	1	6	5	7	-86
50	0	53	4	2	4	50
2	86	1	6	3	4	-84
0	60	50	6	5	7	-60
71	1	71	2	3	1	70
100	0	85	3	2	1	100
30	70	40	5	3	6	-40
85	0	85	3	5	1	85
15	63	39	6	3	7	-48
1	30	1	5	3	6	-29
30	0	30	2	3	4	30
0	90	0	6	3	7	-90
85	0	85	2	2	2	85
0	85	15	6	4	7	-85
0	60	0	6	5	6	-60
0	100	0	5	3	7	-100
0	40	50	7	2	6	-40
85	0	80	3	2	3	85
60	0	60	5	2	5	60
60	30	85	4	3	5	30
40	15	60	4	3	4	25
85	0	70	2	2	3	85
15	60	70	5	3	6	-45
92	3	93	2	2	3	89
2	83	0	6	5	7	-81
0	60	0	4	4	7	-60
9	85	4	7	3	7	-76
24	67	79	5	2	5	-43
70	0	60	3	2	3	70
0	70	15	5	3	6	-70
100	15	95	5	3	1	85
0	70	0	5	3	5	-70
90	0	80	2	1	1	90
30	30	60	4	3	3	0
0	60	30	6	4	7	-60
30	65	70	4	5	4	-35
5	0	50	4	2	4	5
60	15	71	3	3	3	45
4	75	2	6	4	7	-71
40	15	50	3	2	2	25
85	70	85	5	5	7	15
100	0	85	3	1	1	100
60	4	83	3	2	2	56
0	0	24	4	3	4	0
100	0	85	5	3	2	100
0	100	0	6	5	7	-100
0	85	0	6	4	7	-85
87	0	85	5	1	6	87
85	0	85	2	2	1	85
70	70	71	3	2	2	0
0	0	0	7	4	7	0
30	15	60	4	3	4	15
38	57	46	4	3	5	-19
40	0	60	4	2	1	40
95	2	70	2	1	5	93
70	0	60	2	3	1	70
75	0	75	2	1	1	75
85	0	85	2	2	3	85
32	31	16	3	3	5	1
0	85	0	6	3	7	-85
100	0	100	2	2	1	100
10	30	10	5	3	6	-20
0	68	0	6	5	7	-68
70	0	60	3	2	2	70
30	60	50	4	3	4	-30
7	64	4	7	3	7	-57
60	0	50	2	2	2	60
20	40	40	3	2	3	-20
0	85	0	4	4	4	-85
30	60	50	5	3	5	-30
0	70	0	5	4	7	-70
85	0	100	1	3	3	85
22	77	60	4	3	1	-55
15	70	30	4	3	5	-55
2	89	31	5	3	5	-87
15	50	50	5	1	6	-35
70	0	70	4	2	2	70
0	60	60	6	3	7	-60
40	15	15	6	4	6	25
98	0	99	5	2	1	98
30	0	60	3	2	3	30
84	0	71	4	4	1	84
90	0	85	3	1	3	90
55	0	89	3	3	2	55
30	60	15	5	3	6	-30
100	30	100	2	2	3	70
70	15	60	2	2	2	55
0	85	40	6	3	7	-85
16	70	17	6	4	7	-54
85	0	70	2	3	1	85
90	0	100	1	1	3	90
60	35	85	5	2	4	25
15	60	60	5	3	6	-45
100	2	100	3	1	1	98
70	30	85	3	3	1	40
85	0	85	2	2	1	85
30	49	42	4	4	4	-19
0	60	0	6	4	7	-60
50	50	40	5	3	4	0
70	0	90	4	3	2	70
87	1	85	2	2	1	86
61	1	70	2	3	2	60
15	60	0	6	4	7	-45
70	0	70	4	2	1	70
64	0	60	1	3	3	64
60	15	50	4	3	4	45
60	15	14	3	5	2	45
0	100	40	7	5	7	-100
85	0	100	2	2	1	85
85	0	100	1	2	1	85
2	15	1	6	3	7	-13
30	60	30	6	5	4	-30
0	85	0	7	5	7	-85
95	0	90	2	3	1	95
0	75	10	5	4	5	-75
0	75	15	6	4	5	-75
40	0	50	2	3	2	40
2	60	2	5	5	5	-58
0	100	0	3	5	4	-100
85	0	100	2	3	1	85
86	1	100	2	2	3	85
0	85	30	5	3	6	-85
70	100	100	4	2	6	-30
1	85	2	6	5	7	-84
40	49	59	4	3	2	-9
100	0	100	1	2	1	100
60	40	60	4	4	4	20
60	0	50	4	3	4	60
89	16	44	3	3	2	73
2	72	16	7	3	7	-70
85	30	100	3	3	2	55
70	0	70	2	2	1	70
85	0	85	3	1	3	85
0	85	52	4	4	6	-85
0	100	15	4	5	4	-100
40	0	40	5	4	6	40
31	73	91	5	2	7	-42
15	70	50	4	5	4	-55
0	60	50	6	3	7	-60
15	41	30	6	2	6	-26
50	5	50	4	2	5	45
0	100	0	5	5	5	-100
18	71	71	4	3	6	-53
85	0	100	5	2	3	85
100	0	100	1	1	1	100
85	0	100	2	5	2	85
17	86	28	5	3	7	-69
70	0	60	4	2	4	70
15	70	0	6	3	7	-55
0	99	2	6	3	7	-99
3	3	3	5	3	5	0
76	1	39	3	3	2	75
0	85	30	6	3	7	-85
15	70	15	5	3	5	-55
30	70	50	5	3	6	-40
60	0	85	2	2	1	60
15	60	15	4	4	5	-45
100	0	93	4	3	1	100
70	100	30	1	1	1	-30
85	0	85	2	2	1	85
0	30	40	6	4	5	-30
0	85	0	6	4	7	-85
70	0	70	2	2	1	70
30	0	61	3	3	2	30
27	42	72	5	4	6	-15
85	0	85	2	2	3	85
15	60	15	5	5	4	-45
35	50	70	3	3	2	-15
30	15	30	6	2	2	15
30	30	100	5	3	4	0
33	61	50	5	3	4	-28
61	3	85	3	1	4	58
0	70	15	6	3	7	-70
60	70	40	4	2	2	-10
0	100	0	5	3	7	-100
82	15	67	3	2	3	67
15	0	15	3	2	3	15
100	0	60	7	1	1	100
0	85	85	6	4	7	-85
60	0	50	4	3	1	60
85	0	50	2	2	1	85
0	100	15	4	3	7	-100
15	25	30	3	2	2	-10
0	70	0	5	5	6	-70
0	60	0	7	3	7	-60
30	54	45	5	3	6	-24
30	60	60	5	3	3	-30
84	0	87	4	1	3	84
0	30	0	6	4	4	-30
79	15	80	4	4	2	64
30	15	2	6	5	7	15
70	0	50	4	3	1	70
75	0	70	2	2	1	75
100	0	100	2	1	1	100
6	15	85	1	3	1	-9
60	0	70	4	4	1	60
0	40	0	6	3	7	-40
0	85	0	6	4	6	-85
30	0	30	4	2	4	30
100	2	72	2	1	1	98
78	9	67	4	2	6	69
85	0	80	3	2	2	85
60	0	60	1	2	3	60
10	65	70	4	2	3	-55
31	85	29	5	3	6	-54
50	0	100	4	5	4	50
16	0	50	5	3	6	16
15	70	16	6	4	7	-55
0	85	0	6	4	7	-85
60	40	70	4	3	3	20
100	0	100	1	2	1	100
0	70	30	5	3	5	-70
0	100	0	6	5	5	-100
40	0	70	4	3	4	40
30	70	30	4	4	5	-40
0	70	40	6	3	5	-70
100	0	100	2	1	1	100
8	55	5	4	3	4	-47
60	0	50	4	1	6	60
60	45	45	4	3	3	15
0	70	0	7	3	7	-70
85	0	70	2	2	1	85
70	0	70	3	1	1	70
40	16	71	4	2	2	24
30	60	30	7	3	7	-30
4	49	59	7	4	7	-45
65	0	59	2	2	1	65
70	15	60	5	2	4	55
66	0	60	3	2	3	66
0	70	15	6	5	7	-70
71	0	90	2	2	1	71
0	60	0	5	4	4	-60
70	0	85	2	3	4	70
0	100	0	6	5	7	-100
0	0	60	2	3	4	0
85	15	85	6	3	4	70
0	50	15	6	4	7	-50
61	2	48	4	3	1	59
100	0	100	1	1	1	100
0	98	2	7	5	7	-98
87	0	70	2	2	1	87
76	0	73	6	3	1	76
3	2	0	5	4	5	1
85	0	70	3	2	3	85
95	0	100	2	1	3	95
15	60	15	4	3	7	-45
40	40	50	4	3	4	0
30	5	5	4	3	4	25
85	60	50	5	3	4	25
8	86	34	4	3	7	-78
15	60	60	5	3	6	-45
0	100	15	6	3	7	-100
10	63	34	4	3	5	-53
15	0	60	4	3	6	15
15	85	0	6	5	2	-70
50	0	50	4	3	4	50
0	0	0	5	3	6	0
0	100	0	4	5	2	-100
15	83	40	6	3	6	-68
85	0	85	6	3	1	85
0	0	40	6	2	7	0
0	70	40	6	4	7	-70
1	67	0	4	3	5	-66
70	0	70	2	2	1	70
60	0	85	4	3	2	60
0	70	0	6	3	7	-70
